gene	log2FC	padj	dataset
CTPS1	-1.26903391129686	5.9720349544127e-10	NEW_GSE94335
ECEL1P2	-3.2500530476388	6.9046514096996e-10	NEW_GSE94335
EPB41	0.703292977136821	7.04463655827215e-10	NEW_GSE94335
PPP3CB	0.647790068097088	7.12032332584323e-10	NEW_GSE94335
RACGAP1	-0.974096676223882	7.64209424467833e-10	NEW_GSE94335
SLC4A7	1.02808816206801	7.73748261697205e-10	NEW_GSE94335
SLC2A13	-0.655324692597114	8.19529394403494e-10	NEW_GSE94335
CRABP2	1.04692458695685	9.01269366084522e-10	NEW_GSE94335
RND2	1.07822268985266	9.08129162565237e-10	NEW_GSE94335
LUM	0.625169058724489	9.14659826664878e-10	NEW_GSE94335
TARDBP	0.755264148503751	9.15057700705776e-10	NEW_GSE94335
GUCY1A3	1.60165524133326	9.50215899996695e-10	NEW_GSE94335
TMEM119	1.01161166338126	9.81475463041422e-10	NEW_GSE94335
CPM	-0.88846074159206	1.02602652066159e-09	NEW_GSE94335
FABP4	-3.2359494526608	1.08633885897175e-09	NEW_GSE94335
GOLGA4	0.814767985657639	1.09198830471427e-09	NEW_GSE94335
NF2	-0.763899050371486	1.11588286210512e-09	NEW_GSE94335
LRRC32	1.00633385549776	1.18772381163399e-09	NEW_GSE94335
PLAU	0.676567869157654	1.19347677233797e-09	NEW_GSE94335
CDKL1	-0.733613812635218	1.19347677233797e-09	NEW_GSE94335
HIGD1A	-0.830904368644023	1.19477520946796e-09	NEW_GSE94335
CALCOCO2	-0.754816917615146	1.28651510480719e-09	NEW_GSE94335
GUCY2D	-3.50781345970015	1.39671432226637e-09	NEW_GSE94335
AL163636.6	-0.725256379500136	1.48082680654567e-09	NEW_GSE94335
CACNA1C	0.804151488147405	1.49518356616733e-09	NEW_GSE94335
NA	-1.37983277091239	1.50404572020983e-09	NEW_GSE94335
PLB1	-4.5060490346771	1.50444468271648e-09	NEW_GSE94335
RAP2B	0.706374513724658	1.74490889511022e-09	NEW_GSE94335
ACSL3	0.614143833115504	1.78551409383771e-09	NEW_GSE94335
ETV1	1.39987920859405	1.85071405006456e-09	NEW_GSE94335
TCEAL4	-1.01792210988942	1.8932988017131e-09	NEW_GSE94335
THBS2	0.760287143578727	1.96525938979979e-09	NEW_GSE94335
CXCL12	2.38987714356367	1.96977219167256e-09	NEW_GSE94335
FMNL2	-0.599310122494362	1.98219729363973e-09	NEW_GSE94335
FILIP1L	0.930780227012595	2.01768185494601e-09	NEW_GSE94335
IL16	-1.53908320863406	2.0500778819559e-09	NEW_GSE94335
CDON	1.6990546307767	2.0992956901314e-09	NEW_GSE94335
HSPA4L	0.934386233204487	2.14590302354552e-09	NEW_GSE94335
NT5DC1	0.739370899448125	2.14590302354552e-09	NEW_GSE94335
DCN	-1.02357932369448	2.18769901086619e-09	NEW_GSE94335
STC2	-2.70746771683315	2.23336662398101e-09	NEW_GSE94335
PPP1R3C	1.0589634006428	2.27822553721821e-09	NEW_GSE94335
LUM	0.687552927033931	2.30329851348016e-09	NEW_GSE94335
SH2D4A	0.636864304586645	2.35857700036742e-09	NEW_GSE94335
FGF5	0.715764880061959	2.42910358134819e-09	NEW_GSE94335
IMPA2	-1.72261353888503	2.5202163545316e-09	NEW_GSE94335
RHOU	-1.11535953108273	2.53391704162835e-09	NEW_GSE94335
PPM1B	-0.716891185886757	2.8238613030826e-09	NEW_GSE94335
PITPNC1	-0.862563947238604	2.99319975948049e-09	NEW_GSE94335
CFLAR	-0.587827527001303	3.2516288273189e-09	NEW_GSE94335
PAK1	-0.877400078829373	3.29426649217835e-09	NEW_GSE94335
TUBA1A	0.589783614124756	3.32752038620401e-09	NEW_GSE94335
NA	0.945458331466379	3.5349612047285e-09	NEW_GSE94335
ING2	-0.69817308941986	3.5906899915758e-09	NEW_GSE94335
PPARG	-1.1179741436135	3.73155447944754e-09	NEW_GSE94335
CALCOCO2	-0.722957373834607	3.90545278655421e-09	NEW_GSE94335
CORO6	-2.10875813313741	4.23650228172491e-09	NEW_GSE94335
ARSI	1.27847373582686	4.25521343207753e-09	NEW_GSE94335
PPAP2B	0.933429205170645	4.294816256032e-09	NEW_GSE94335
RASL11A	-1.53933014722909	4.34813304427164e-09	NEW_GSE94335
DDIT4	-1.13541445544644	4.36685673559209e-09	NEW_GSE94335
PRODH	-3.66575921943775	4.46060037164057e-09	NEW_GSE94335
SIPA1L1	0.628363885327178	4.55859193943073e-09	NEW_GSE94335
ACSL1	-0.906937131636881	4.59481276900652e-09	NEW_GSE94335
SMAD3	0.593348413033159	4.59976389149181e-09	NEW_GSE94335
ENTPD4	-0.591971095926439	4.64802627839074e-09	NEW_GSE94335
CCL11	1.60916979472117	4.75769446476597e-09	NEW_GSE94335
ARNTL	-0.935342647130505	5.10177292480941e-09	NEW_GSE94335
SCAI	0.625499936955493	5.12879518419435e-09	NEW_GSE94335
TUB	0.623305214964653	5.71962026604713e-09	NEW_GSE94335
NAV2	-0.849422428761077	5.76708721099174e-09	NEW_GSE94335
NEXN	-1.17902089155735	5.97945233081399e-09	NEW_GSE94335
PPIL1	1.1325442512117	6.01188358554528e-09	NEW_GSE94335
RECK	0.635718976080774	6.68745370327474e-09	NEW_GSE94335
PCDH18	0.586130669669682	6.92534409145357e-09	NEW_GSE94335
SAT1	-0.958663678564882	7.4589631573422e-09	NEW_GSE94335
NA	-4.64989004796249	7.79721868487783e-09	NEW_GSE94335
ALOX5AP	-2.78946972405849	8.50413322955772e-09	NEW_GSE94335
GLCCI1	-0.72442015046407	8.58768954808791e-09	NEW_GSE94335
PDE4DIP	0.573997900160857	8.87247332699651e-09	NEW_GSE94335
IMPA2	-1.40863389934069	9.00066783183955e-09	NEW_GSE94335
FOXP1	0.702953676058177	9.13514040956514e-09	NEW_GSE94335
HTR2B	1.10755585721774	1.00799260354497e-08	NEW_GSE94335
MMP19	-0.704668139646697	1.00799260354497e-08	NEW_GSE94335
MARCH10	-2.73416315529931	1.05840483167976e-08	NEW_GSE94335
TMEM198B	-1.05877255179578	1.18247556384522e-08	NEW_GSE94335
GPX3	-2.9290776815906	1.21764527404203e-08	NEW_GSE94335
SOGA3	-1.18647086151041	1.22032167084369e-08	NEW_GSE94335
ANXA6	-0.722701286004364	1.22936575877428e-08	NEW_GSE94335
EGR2	3.76750174840339	1.25930528788322e-08	NEW_GSE94335
PEAK1	-0.610649745503874	1.2884487738566e-08	NEW_GSE94335
TRIM2	0.574803418516608	1.33156201030741e-08	NEW_GSE94335
CPPED1	-0.755495693531091	1.36804404851868e-08	NEW_GSE94335
RP11-545A16.3	-3.32596065372152	1.38479921680157e-08	NEW_GSE94335
COL4A3	-1.40568161975766	1.42956567440538e-08	NEW_GSE94335
SSB	-0.565898270277516	1.44263127438116e-08	NEW_GSE94335
MPP3	-1.88665361061219	1.48668132896929e-08	NEW_GSE94335
SLC7A6	-0.830902020302794	1.51419041667306e-08	NEW_GSE94335
GPR126	-1.30393746704455	1.53432183470153e-08	NEW_GSE94335
ME3	0.821478359048394	1.53862150517045e-08	NEW_GSE94335
DDAH1	0.825153545261179	1.61653868038745e-08	NEW_GSE94335
LNPEP	-0.564957035970381	1.65209151006785e-08	NEW_GSE94335
SRPX	-0.771157665990553	1.65209151006785e-08	NEW_GSE94335
PNISR	1.00504186319994	1.68664766104784e-08	NEW_GSE94335
CHN1	1.24587750351434	1.72133578750449e-08	NEW_GSE94335
SLC14A1	3.94506635249017	1.81360985911884e-08	NEW_GSE94335
NAV3	-0.998588964804159	1.81360985911884e-08	NEW_GSE94335
GUCY1B3	0.78379519437007	1.84883299036635e-08	NEW_GSE94335
CDH6	0.945639579821371	1.86055405823017e-08	NEW_GSE94335
TUBA1A	0.792347222290693	1.8816349964953e-08	NEW_GSE94335
TMEM87A	-3.30096942976773	1.8816349964953e-08	NEW_GSE94335
SEPT8	0.577108869649268	1.90422863553871e-08	NEW_GSE94335
CAB39L	-1.36968942969077	2.0250799564864e-08	NEW_GSE94335
RASD1	-2.01491936671396	2.06141264373568e-08	NEW_GSE94335
ACKR4	1.84997611628973	2.07334445278136e-08	NEW_GSE94335
KNSTRN	-0.816989222425919	2.117311623295e-08	NEW_GSE94335
CCDC71L	-0.677910551006101	2.16860188971774e-08	NEW_GSE94335
PSMC5	-1.12998243639151	2.23826970007513e-08	NEW_GSE94335
GPX3	-2.44742784455521	2.23826970007513e-08	NEW_GSE94335
PRSS23	1.15996517868568	2.33249441138903e-08	NEW_GSE94335
MYO10	0.83407542671513	2.35420525168058e-08	NEW_GSE94335
ZMAT3	0.587751250353008	2.4251018169797e-08	NEW_GSE94335
RHEB	-0.574468758117633	2.72324287668892e-08	NEW_GSE94335
SLC19A3	-1.26360428958577	2.85623183547289e-08	NEW_GSE94335
ARNTL	-0.78602214404735	2.86134505434242e-08	NEW_GSE94335
CHN1	-4.5178638604665	2.88195825352878e-08	NEW_GSE94335
MARCH10	-3.20625158713303	2.88530661230722e-08	NEW_GSE94335
KIAA1644	0.848516378063617	3.13101178945331e-08	NEW_GSE94335
COL4A4	-1.70497362621313	3.2424189310075e-08	NEW_GSE94335
AGL	-4.7641202499898	3.24482301655503e-08	NEW_GSE94335
ATP5S	-0.621786841675893	3.29208072054398e-08	NEW_GSE94335
OMD	-1.28698511792878	3.29510920326352e-08	NEW_GSE94335
ANXA2	-0.685378453932817	3.36610813543021e-08	NEW_GSE94335
KLF15	-3.55415621000265	3.42519408277381e-08	NEW_GSE94335
ITPKC	-0.796058687387831	3.56923563600746e-08	NEW_GSE94335
TNFSF10	1.44051520632434	3.60395326504825e-08	NEW_GSE94335
IRF2BP2	0.693254958844018	3.81530175570093e-08	NEW_GSE94335
TMEM150A	-1.09502192564375	3.82232887199515e-08	NEW_GSE94335
ITGBL1	-0.91423024931495	3.98869963607622e-08	NEW_GSE94335
SAMHD1	-2.4872456279196	4.06752062015173e-08	NEW_GSE94335
CNTNAP1	0.700060605599589	4.09556017710078e-08	NEW_GSE94335
MORF4L2	-0.865129830069001	4.10540249974761e-08	NEW_GSE94335
BCAT2	-1.10525669819216	4.19506595557542e-08	NEW_GSE94335
PLXNC1	0.556958636940947	4.26874751989867e-08	NEW_GSE94335
ANXA2	-0.998916639371852	4.27602603615434e-08	NEW_GSE94335
TNC	4.85973818828451	4.38656505871098e-08	NEW_GSE94335
TPD52L1	1.31322283817822	4.62519901468205e-08	NEW_GSE94335
TPD52L1	1.63175683157099	4.72642314021052e-08	NEW_GSE94335
SYN2	-2.89740251438958	5.09137822115319e-08	NEW_GSE94335
IL16	-1.19493855916605	5.09137822115319e-08	NEW_GSE94335
ANPEP	-1.03256771490459	5.09203126974767e-08	NEW_GSE94335
RAPGEF6	0.570816189881927	5.09203126974767e-08	NEW_GSE94335
PALMD	1.14255959021523	5.11988254656203e-08	NEW_GSE94335
VWA5A	0.630265026478715	5.2907086290842e-08	NEW_GSE94335
CLDN11	0.956764514168836	5.37100688322284e-08	NEW_GSE94335
TRIM59	0.658609653219226	5.41609338038383e-08	NEW_GSE94335
DACT3	0.725149172987089	5.42837846490378e-08	NEW_GSE94335
TCEAL1	-1.06138174387868	5.5118627955207e-08	NEW_GSE94335
PTPRG	-0.548339545433648	5.51954855171959e-08	NEW_GSE94335
DKK1	-1.32860381472999	5.61324192659982e-08	NEW_GSE94335
TSC22D3	-3.57127787595841	5.77175752069906e-08	NEW_GSE94335
SMAP2	-0.687433579275592	5.89264419685764e-08	NEW_GSE94335
SLC8A1	0.902151210879774	5.89583967296379e-08	NEW_GSE94335
ADAM12	1.07564333326082	6.03276580161068e-08	NEW_GSE94335
NA	-1.18878224123413	6.08527491051254e-08	NEW_GSE94335
MAP3K5	-0.548169142290852	6.09802139118413e-08	NEW_GSE94335
HIF3A	-1.80837672580936	6.17244009075883e-08	NEW_GSE94335
COL27A1	1.17617772694322	6.17754709235222e-08	NEW_GSE94335
TNFSF15	1.60134607973419	6.18298419557172e-08	NEW_GSE94335
PHLDA1	0.770221046844493	6.27236326574912e-08	NEW_GSE94335
CAV2	-0.732785130904806	6.70243110707753e-08	NEW_GSE94335
NEDD4L	0.713453076259414	7.35553903724541e-08	NEW_GSE94335
NCOA7	-0.587524017956195	7.42815240497083e-08	NEW_GSE94335
LAYN	0.776503831894115	8.02207237383332e-08	NEW_GSE94335
PITPNC1	-0.956174298187509	8.03196346204607e-08	NEW_GSE94335
ATP8B1	1.08139056762947	8.35657670950756e-08	NEW_GSE94335
CHN1	1.22932791545829	8.41515282029468e-08	NEW_GSE94335
BTBD19	0.918476873641834	8.84144732209742e-08	NEW_GSE94335
KCNA3	1.75490024093733	8.94460785332436e-08	NEW_GSE94335
WARS	0.768786700803021	8.95715538741087e-08	NEW_GSE94335
ELF1	-0.547176119260118	9.41754995387421e-08	NEW_GSE94335
GPR125	0.622640637709549	9.50208119351303e-08	NEW_GSE94335
NA	-2.18334718443834	9.53004827567244e-08	NEW_GSE94335
AMPH	-0.639119092373888	9.57634785025165e-08	NEW_GSE94335
FAM105A	-2.03531745102337	9.65680298658679e-08	NEW_GSE94335
SLCO5A1	-2.32240163381347	9.68638957634312e-08	NEW_GSE94335
NUDT4	-0.767510580796582	1.00140293566488e-07	NEW_GSE94335
ADAMTSL4	-1.30087579903995	1.01543771893753e-07	NEW_GSE94335
TCEAL4	-1.63540076862513	1.06476444037833e-07	NEW_GSE94335
KANSL1L	-0.62098809899654	1.11288169550799e-07	NEW_GSE94335
ZHX3	-0.614396091956425	1.12179106281915e-07	NEW_GSE94335
MFGE8	-1.65083324329807	1.12179106281915e-07	NEW_GSE94335
RGMB	0.683988932785644	1.15927989333012e-07	NEW_GSE94335
NAV3	-0.893456284412202	1.16352897037979e-07	NEW_GSE94335
BMP2K	0.56819068027222	1.18454148036353e-07	NEW_GSE94335
NA	2.55069855598082	1.200199638582e-07	NEW_GSE94335
RHEB	-0.546740591536422	1.22705890129089e-07	NEW_GSE94335
SNTB1	0.597429794204499	1.23571256267433e-07	NEW_GSE94335
ENPP1	-1.18446601750825	1.29194660085297e-07	NEW_GSE94335
MMP15	-1.69081127462418	1.29745904747929e-07	NEW_GSE94335
LIMA1	0.675166525967564	1.30229822589241e-07	NEW_GSE94335
IFI16	0.637590704380395	1.41654248246412e-07	NEW_GSE94335
TNFAIP6	1.16637420075314	1.42508919732395e-07	NEW_GSE94335
SMAP2	-0.791287248496242	1.42885491621978e-07	NEW_GSE94335
LTBP1	-0.759721737470644	1.46769798369847e-07	NEW_GSE94335
BMPER	1.10016249073489	1.48858865411465e-07	NEW_GSE94335
TPBG	0.766135402589189	1.51520815582229e-07	NEW_GSE94335
STXBP4	-0.847816891622962	1.51694149893961e-07	NEW_GSE94335
ARHGAP10	-0.973492720399787	1.5261479873228e-07	NEW_GSE94335
NLRP1	0.672047707808199	1.5957654529321e-07	NEW_GSE94335
HLX	-1.17719865068645	1.68745690931727e-07	NEW_GSE94335
MT1M	-1.5260230927709	1.6994679092478e-07	NEW_GSE94335
SLC2A5	1.88416184348918	1.77552884845553e-07	NEW_GSE94335
MCCC1	-0.610038572102337	1.8352354449426e-07	NEW_GSE94335
DHTKD1	-0.691818515341588	1.85876312778168e-07	NEW_GSE94335
MFGE8	-1.72404552669347	1.88012842965771e-07	NEW_GSE94335
GADL1	2.38582862405786	1.90775991549067e-07	NEW_GSE94335
TM4SF1	-1.03701953461746	1.90775991549067e-07	NEW_GSE94335
CALCOCO2	-0.792308890084438	1.92740731947228e-07	NEW_GSE94335
WIPI1	-0.916066475438687	2.13658501478238e-07	NEW_GSE94335
AKAP13	-1.39334532341208	2.18181346021058e-07	NEW_GSE94335
ZDHHC23	-1.19674325364672	2.24117280971586e-07	NEW_GSE94335
LHFP	-0.662103336050671	2.27930518237592e-07	NEW_GSE94335
NCOA7	-0.923135507998577	2.50873031659966e-07	NEW_GSE94335
PTX3	-1.27475175619981	2.52829191573323e-07	NEW_GSE94335
MFGE8	-0.564614595453777	2.54546543350129e-07	NEW_GSE94335
RHOB	-0.981518987531028	2.60168474924545e-07	NEW_GSE94335
AEBP2	0.690555555200425	2.61706848312665e-07	NEW_GSE94335
LAMC1	-0.672471326472017	2.61836774061475e-07	NEW_GSE94335
RASSF4	-0.902220640970576	2.66472145681054e-07	NEW_GSE94335
OSBPL9	-0.680915579534954	2.68119213802274e-07	NEW_GSE94335
ITPR2	-0.939307276905299	2.73617015594524e-07	NEW_GSE94335
LY96	0.719629781080738	2.94336758635631e-07	NEW_GSE94335
WLS	0.522046501313769	2.96660813667785e-07	NEW_GSE94335
FST	1.00432465553442	3.00964395852458e-07	NEW_GSE94335
RAF1	-0.520947921948124	3.05615534230353e-07	NEW_GSE94335
GPX3	-3.16051046407472	3.05767496843742e-07	NEW_GSE94335
COL5A3	-1.59694011037746	3.05837962816247e-07	NEW_GSE94335
HSD17B6	1.51679437964966	3.05837962816247e-07	NEW_GSE94335
KIAA1755	0.928592704807555	3.08273045837711e-07	NEW_GSE94335
IER3	1.56008880646935	3.08314750550289e-07	NEW_GSE94335
IER3	1.56008880646935	3.08314750550289e-07	NEW_GSE94335
IER3	1.56008880646935	3.08314750550289e-07	NEW_GSE94335
IER3	1.56008880646935	3.08314750550289e-07	NEW_GSE94335
ACVRL1	-0.585234584138418	3.08314750550289e-07	NEW_GSE94335
KCTD12	1.48387214257592	3.14073258535641e-07	NEW_GSE94335
ZRANB2	0.641858843360129	3.27588061125068e-07	NEW_GSE94335
AKAP13	-0.78368606905472	3.27588061125068e-07	NEW_GSE94335
NEBL	-3.14984633585296	3.39236552022541e-07	NEW_GSE94335
NPAS2	-0.748727844658993	3.44700060137708e-07	NEW_GSE94335
ANXA6	-0.830600568900852	3.50064484305365e-07	NEW_GSE94335
TCEAL3	-0.602036956018565	3.71747562975498e-07	NEW_GSE94335
RGS3	1.21582740216143	3.75158218121327e-07	NEW_GSE94335
FSTL1	-0.819958798587785	3.89383697029309e-07	NEW_GSE94335
P4HA3	-0.745245500439666	3.97299455603852e-07	NEW_GSE94335
HIGD1A	-1.56178047468207	4.07899448877224e-07	NEW_GSE94335
CLIC2	0.63879993651002	4.12653635751944e-07	NEW_GSE94335
PHTF2	0.531883733277724	4.17858084391375e-07	NEW_GSE94335
TGFB3	0.949703590926031	4.25606232192176e-07	NEW_GSE94335
LMO7	0.611893818256671	4.61775790884855e-07	NEW_GSE94335
NA	0.729167926697883	4.64180660522971e-07	NEW_GSE94335
ZCWPW1	-1.07298092006654	4.72759508290048e-07	NEW_GSE94335
KCNB2	1.22113442182316	4.72759508290048e-07	NEW_GSE94335
PLCL1	-0.883755089686563	4.80298023307337e-07	NEW_GSE94335
HDAC9	0.622118394228294	4.83279211185285e-07	NEW_GSE94335
PAPLN	-1.63138628278999	4.94078450625444e-07	NEW_GSE94335
TMBIM1	-0.537182141353747	4.94611462648729e-07	NEW_GSE94335
DDIT4L	1.29434981538557	5.0711477188925e-07	NEW_GSE94335
GSR	-0.545198931913165	5.07675397627188e-07	NEW_GSE94335
SFT2D2	-0.5164337974277	5.15764012497095e-07	NEW_GSE94335
SERPINA3	-1.8218048304748	5.43659313428888e-07	NEW_GSE94335
ADRA1B	-1.92556737984143	5.44540858428022e-07	NEW_GSE94335
WSB1	-0.652820656941641	5.55980395380922e-07	NEW_GSE94335
EVA1C	-1.17884434094359	5.93668919830868e-07	NEW_GSE94335
THSD4	0.629083559694396	6.15776829401763e-07	NEW_GSE94335
FMN1	1.05759785016535	6.16784205076878e-07	NEW_GSE94335
DIO3	-1.63888844624232	6.29959629198212e-07	NEW_GSE94335
GDF5	1.20663305096667	6.60436031099326e-07	NEW_GSE94335
PRUNE2	-1.27991592692472	6.61932893407613e-07	NEW_GSE94335
AIM1	-0.642456277099388	6.63799564339719e-07	NEW_GSE94335
NA	-2.60125153825585	6.71266999054145e-07	NEW_GSE94335
JADE1	-1.0916096719113	6.86863876843517e-07	NEW_GSE94335
FILIP1L	1.26793163112452	6.98035946664518e-07	NEW_GSE94335
TNFAIP2	0.782685475514898	7.2122928285444e-07	NEW_GSE94335
LAYN	0.649199235997208	7.2122928285444e-07	NEW_GSE94335
MRPS6	0.933358724458706	7.5303069663949e-07	NEW_GSE94335
EEF2K	-0.516835318197469	7.56221842425417e-07	NEW_GSE94335
GPR150	-1.56164919192433	7.56349565099574e-07	NEW_GSE94335
PLP2	-0.5244882430515	8.02910821854881e-07	NEW_GSE94335
ZHX2	0.600146939903327	8.12106105849916e-07	NEW_GSE94335
AK5	-1.11044162631895	8.19879408752544e-07	NEW_GSE94335
TGFBI	1.52549643034459	8.19879408752544e-07	NEW_GSE94335
P4HA1	0.920203200523947	8.72568759431111e-07	NEW_GSE94335
VCL	-0.629728078436812	8.74334202655414e-07	NEW_GSE94335
IL17RD	0.509644726040052	8.78556264210687e-07	NEW_GSE94335
LAMB1	-0.60771815679639	8.82927435567511e-07	NEW_GSE94335
FAM171B	0.72240827973804	9.04988406810398e-07	NEW_GSE94335
FYN	-4.0851399435509	9.42807535014617e-07	NEW_GSE94335
SYTL4	-0.653184238710871	9.59817790435372e-07	NEW_GSE94335
STK17A	0.895402616157117	9.59817790435372e-07	NEW_GSE94335
ABLIM1	-0.568170734730465	9.61991149185008e-07	NEW_GSE94335
INSR	-0.540567318110078	9.76532230871322e-07	NEW_GSE94335
FAM198B	-0.833906079672549	9.85700502856725e-07	NEW_GSE94335
ADAMTSL4	-1.19657098190526	9.8768908734229e-07	NEW_GSE94335
PIWIL4	-0.742035159468459	1.00297516559778e-06	NEW_GSE94335
CORIN	-1.61210746567658	1.02813425715261e-06	NEW_GSE94335
TPBG	0.518836331899809	1.05157594144913e-06	NEW_GSE94335
EPHB2	1.1119938261824	1.06008734315583e-06	NEW_GSE94335
SH3D19	-1.3298988269297	1.06642107532604e-06	NEW_GSE94335
LIMA1	1.3329137374985	1.08959913915526e-06	NEW_GSE94335
TMEM140	-0.506284927483495	1.09660656050122e-06	NEW_GSE94335
GPX8	0.636504088992305	1.14413849382378e-06	NEW_GSE94335
ZNF70	0.719306190953797	1.17476213943086e-06	NEW_GSE94335
NA	0.594105772204169	1.17904586998885e-06	NEW_GSE94335
HSD17B11	-0.500022368455475	1.18884011849442e-06	NEW_GSE94335
BRD4	-0.764567095960475	1.23358513559737e-06	NEW_GSE94335
ABHD17C	0.543552437604171	1.27654072119206e-06	NEW_GSE94335
PGBD5	1.30259461427996	1.29776231337955e-06	NEW_GSE94335
CORIN	-4.25031034277817	1.36036460393056e-06	NEW_GSE94335
STK17A	0.765495632368493	1.3640822399085e-06	NEW_GSE94335
ADAMTS4	-1.0006199271396	1.38080595277868e-06	NEW_GSE94335
SERBP1	-0.554210457373528	1.412835453015e-06	NEW_GSE94335
TJP2	-1.08567438532622	1.41811825077123e-06	NEW_GSE94335
EIF4G3	0.504767901718296	1.4216959624989e-06	NEW_GSE94335
HARS2	-3.57009599698736	1.42417025084154e-06	NEW_GSE94335
SLC11A2	0.601382468615649	1.45793527294286e-06	NEW_GSE94335
IER5L	1.19757961126202	1.48463306011204e-06	NEW_GSE94335
TXNRD1	-0.896370804042588	1.5069265083528e-06	NEW_GSE94335
CFLAR	-0.622945564680113	1.53578069091229e-06	NEW_GSE94335
NFE2L2	-0.511472488232829	1.54981698140471e-06	NEW_GSE94335
RBPJ	0.666716215232763	1.60196894989954e-06	NEW_GSE94335
TM4SF1	-1.40198519940758	1.61067354100845e-06	NEW_GSE94335
GPD1L	-0.575240136441677	1.62000554899673e-06	NEW_GSE94335
ENPP2	0.966266241216604	1.69474161577482e-06	NEW_GSE94335
GPM6B	-1.87902818055271	1.70818328184961e-06	NEW_GSE94335
FOXF2	0.498063872507373	1.75690055243563e-06	NEW_GSE94335
TACC1	-0.531294647123753	1.78988825621375e-06	NEW_GSE94335
MEAF6	-0.736450516611296	1.82439714365229e-06	NEW_GSE94335
AC108463.2	1.39485499198972	1.82439714365229e-06	NEW_GSE94335
DHCR24	-0.913123769407417	1.90448891893722e-06	NEW_GSE94335
NSMF	-0.762768258311219	1.94667025110634e-06	NEW_GSE94335
SMTNL2	1.89971559656385	1.95659061561819e-06	NEW_GSE94335
HNRNPR	0.689292118882884	2.01584813334489e-06	NEW_GSE94335
B3GNT5	-1.19599695013677	2.03119428102192e-06	NEW_GSE94335
NLN	-0.568960232386593	2.06186240902035e-06	NEW_GSE94335
DGKI	-2.73462689113031	2.06186240902035e-06	NEW_GSE94335
TNFRSF12A	1.1642841894062	2.07589500467885e-06	NEW_GSE94335
MDFIC	-0.493262663847979	2.12543084006911e-06	NEW_GSE94335
PLS3	0.565113091832668	2.12942729411219e-06	NEW_GSE94335
NA	-2.28421931359713	2.12942729411219e-06	NEW_GSE94335
ABCA6	-0.762007143996377	2.17000723798805e-06	NEW_GSE94335
TACC1	-1.00729829860885	2.17323233374092e-06	NEW_GSE94335
ENO2	0.974557096214492	2.1800831719369e-06	NEW_GSE94335
KCTD9	-0.490450228282252	2.2097254964548e-06	NEW_GSE94335
H2AFJ	-0.723244031848389	2.2097254964548e-06	NEW_GSE94335
EDA2R	0.811994750428353	2.27924563516006e-06	NEW_GSE94335
SLC8A1	1.30679847873706	2.28949116464095e-06	NEW_GSE94335
NA	-1.28307403747732	2.31555119363411e-06	NEW_GSE94335
GPN3	-0.626857502584336	2.334341335654e-06	NEW_GSE94335
PRDM5	0.694963380935767	2.36392092794851e-06	NEW_GSE94335
SLC16A2	0.495134596469553	2.36699582054463e-06	NEW_GSE94335
WNT2	2.17469848711823	2.45216468205041e-06	NEW_GSE94335
ST8SIA1	1.09129167845858	2.47831660897519e-06	NEW_GSE94335
SLC24A1	-0.644491795274433	2.55987648886891e-06	NEW_GSE94335
IFI44L	-3.38452670042126	2.55987648886891e-06	NEW_GSE94335
EDNRB	-1.44949201348601	2.59763986954699e-06	NEW_GSE94335
KANK1	-0.728846778407628	2.60882303953184e-06	NEW_GSE94335
IL6	3.56091117918908	2.6130429940444e-06	NEW_GSE94335
EZH1	-0.504075447671197	2.62086543398277e-06	NEW_GSE94335
