gene	log2FC	padj	dataset
CNDP2	-0.18621410197178	0.859136256347733	NEW_GSE94335
UQCC1	-0.607473092676467	0.859136256347733	NEW_GSE94335
AAED1	-0.0866189672537473	0.859136256347733	NEW_GSE94335
PGAM1	-0.41654582886905	0.859136256347733	NEW_GSE94335
C1orf131	-0.32699038625425	0.859136256347733	NEW_GSE94335
MIIP	-0.567401323460152	0.859136256347733	NEW_GSE94335
PACRGL	0.452018826156955	0.859136256347733	NEW_GSE94335
SPOP	0.494690270582973	0.859136256347733	NEW_GSE94335
KMT2E	0.0825552546249763	0.859139500622036	NEW_GSE94335
CDK11B	-0.796467478993736	0.859139500622036	NEW_GSE94335
RNF2	0.137707437543307	0.859139500622036	NEW_GSE94335
ZGLP1	-0.4083742982405	0.859139500622036	NEW_GSE94335
ANKRD19P	-0.306939329473272	0.859139500622036	NEW_GSE94335
C17orf104	-0.346208673030103	0.859139500622036	NEW_GSE94335
PHF20L1	0.337556331137623	0.859139500622036	NEW_GSE94335
RSRC2	-0.468513934419836	0.859139500622036	NEW_GSE94335
CAPN1	0.46630075866019	0.859139500622036	NEW_GSE94335
NPEPPS	0.136357904126834	0.859139500622036	NEW_GSE94335
NA	-0.096489109820289	0.859139500622036	NEW_GSE94335
NA	-0.0954085615071596	0.859139500622036	NEW_GSE94335
NA	-0.096489109820289	0.859139500622036	NEW_GSE94335
CHD9	-0.122045903290041	0.859190039648647	NEW_GSE94335
MAP3K10	-0.282620520871357	0.859190039648647	NEW_GSE94335
ZNF569	-0.169276208807956	0.859190039648647	NEW_GSE94335
CEACAM19	0.159274333514812	0.859190039648647	NEW_GSE94335
C22orf39	-0.0886364111524631	0.859190039648647	NEW_GSE94335
HSD17B11	-0.386490116944391	0.859190039648647	NEW_GSE94335
ILK	-0.500534484544648	0.859190039648647	NEW_GSE94335
PMS2	-0.288572865871089	0.859201555687335	NEW_GSE94335
CUTA	0.466764453980473	0.859201555687335	NEW_GSE94335
GIT2	-0.544404101297002	0.859201555687335	NEW_GSE94335
SLC12A4	0.400884236752394	0.859201555687335	NEW_GSE94335
CRBN	-0.0693395299157596	0.859230262115951	NEW_GSE94335
RAE1	0.7053448924469	0.859230262115951	NEW_GSE94335
FTH1P10	0.322096748669096	0.859230262115951	NEW_GSE94335
IST1	-0.0776567346831765	0.859230262115951	NEW_GSE94335
PROCA1	-0.256095662454185	0.859230262115951	NEW_GSE94335
TCIRG1	-0.221258311609906	0.859230262115951	NEW_GSE94335
HSD17B12	0.204690338097562	0.859230262115951	NEW_GSE94335
RPS3	0.471660034642184	0.859230262115951	NEW_GSE94335
ZNF562	0.434860659605511	0.859230262115951	NEW_GSE94335
NA	-0.1561556878854	0.859230262115951	NEW_GSE94335
PITHD1	-0.177906998581808	0.859235632850259	NEW_GSE94335
RBBP7	-0.296852692141077	0.859235632850259	NEW_GSE94335
KCNV1	-0.21932226540088	0.859235632850259	NEW_GSE94335
MUS81	-0.358521447744897	0.859235632850259	NEW_GSE94335
CDC34	-0.157410962342628	0.859235632850259	NEW_GSE94335
BAALC	0.214416068041432	0.859267226827845	NEW_GSE94335
C22orf39	-0.2074891683418	0.859267226827845	NEW_GSE94335
KLHDC10	0.0664759713458177	0.859267226827845	NEW_GSE94335
CEP97	0.087554684605471	0.859267226827845	NEW_GSE94335
MED23	-0.84368661650277	0.859267226827845	NEW_GSE94335
MAP1LC3A	-0.284902207974046	0.859267226827845	NEW_GSE94335
TRIM13	0.394076128232031	0.859267226827845	NEW_GSE94335
FKBP11	-0.481774595232296	0.859267226827845	NEW_GSE94335
MAT2A	-0.338891612823471	0.859267226827845	NEW_GSE94335
GGPS1	0.161916369952724	0.859267226827845	NEW_GSE94335
FAM118A	0.319139743611119	0.859267226827845	NEW_GSE94335
DCTD	-0.406112958708634	0.859267226827845	NEW_GSE94335
ADH5	0.126493604243373	0.859267226827845	NEW_GSE94335
KIAA0196	0.433605267236599	0.859267226827845	NEW_GSE94335
AGPAT6	-0.227804042862843	0.859267226827845	NEW_GSE94335
BEST1	-0.249942675569544	0.859267226827845	NEW_GSE94335
PDXDC1	0.298140018396424	0.859267226827845	NEW_GSE94335
SUZ12P	0.365204943357059	0.859267226827845	NEW_GSE94335
CCT8	-0.326968565741159	0.859279089606098	NEW_GSE94335
C10orf32	0.134691718995986	0.85937873847664	NEW_GSE94335
MFN2	-0.306073331349902	0.85937873847664	NEW_GSE94335
EPB41L5	-0.224785247674903	0.85937873847664	NEW_GSE94335
GRIA1	0.534831791295185	0.85937873847664	NEW_GSE94335
S100A3	0.157478717163	0.85939576838958	NEW_GSE94335
LRRC73	-0.281895681972307	0.85939576838958	NEW_GSE94335
HYAL2	0.399790373523606	0.85939576838958	NEW_GSE94335
BBX	-0.338890927588849	0.85939576838958	NEW_GSE94335
ZBTB49	0.424000108721873	0.85939576838958	NEW_GSE94335
CNOT1	0.524779873885347	0.85939576838958	NEW_GSE94335
TERF2	0.123337736374145	0.85939576838958	NEW_GSE94335
NA	0.376694503126006	0.85939576838958	NEW_GSE94335
NA	-0.36441627009194	0.85939576838958	NEW_GSE94335
ACSF2	0.473535960992806	0.85954462058852	NEW_GSE94335
RAB11B	-0.196740128696069	0.85954462058852	NEW_GSE94335
FBXL5	0.0818164338126001	0.85957245152399	NEW_GSE94335
NBPF3	-0.136279183047369	0.85957245152399	NEW_GSE94335
ADM	0.160178279666528	0.85957245152399	NEW_GSE94335
DHRS7	0.308600728627191	0.85957245152399	NEW_GSE94335
SAT2	0.157946859311378	0.85957245152399	NEW_GSE94335
ZNF219	0.421191778567994	0.859669492943047	NEW_GSE94335
CES1P1	0.290104679361235	0.859695570938794	NEW_GSE94335
EEPD1	0.499965646488144	0.859703630290423	NEW_GSE94335
ZNF254	-0.441649107882532	0.859716161123955	NEW_GSE94335
RAP1GDS1	-0.148719312039935	0.859731681315069	NEW_GSE94335
INTS6	-0.434557311809208	0.859731681315069	NEW_GSE94335
TMEM53	-0.436234116435376	0.859731681315069	NEW_GSE94335
PACRGL	0.442998404817127	0.859731681315069	NEW_GSE94335
NA	0.126812635732684	0.859749506942297	NEW_GSE94335
SSNA1	-0.251579637477368	0.859750308772471	NEW_GSE94335
GALT	0.268793100020817	0.859772625690072	NEW_GSE94335
HMCES	-0.176732216788819	0.859776084056362	NEW_GSE94335
STMN3	0.189717132316435	0.85982667061381	NEW_GSE94335
FTSJ1	0.236856297953132	0.85982667061381	NEW_GSE94335
MEIS1	-0.0781031330047422	0.85982667061381	NEW_GSE94335
FMNL1	-0.455224134814394	0.85982667061381	NEW_GSE94335
HNRNPK	0.219892936653234	0.859847987879796	NEW_GSE94335
AHSA1	0.30781177002848	0.859850175238686	NEW_GSE94335
TOLLIP	-1.0366665788264	0.859864949128711	NEW_GSE94335
MCAT	-0.120837294026692	0.859864949128711	NEW_GSE94335
AFMID	-0.338677805529643	0.859864949128711	NEW_GSE94335
CDC42BPG	0.336582892647252	0.859864949128711	NEW_GSE94335
PCNT	-0.250420620297089	0.859864949128711	NEW_GSE94335
TYW5	0.350188503746499	0.859864949128711	NEW_GSE94335
IQCG	-0.529907630084571	0.859864949128711	NEW_GSE94335
INHBA	-0.392099601540387	0.859864949128711	NEW_GSE94335
COL6A3	0.149186441233163	0.859864949128711	NEW_GSE94335
PLK3	0.441650450458837	0.859864949128711	NEW_GSE94335
WASH6P	0.236839729304705	0.859864949128711	NEW_GSE94335
C1orf86	-0.243400226441783	0.859864949128711	NEW_GSE94335
RUNX1T1	0.478423860987514	0.859864949128711	NEW_GSE94335
CALD1	-1.29445427884828	0.859895970960384	NEW_GSE94335
UHRF1BP1	0.0743426543145081	0.859914127293241	NEW_GSE94335
NUPR1	0.300794964149941	0.859914127293241	NEW_GSE94335
SREBF2	-0.614788485063912	0.859914127293241	NEW_GSE94335
NAT6	-0.254633637731231	0.859914127293241	NEW_GSE94335
GNPDA1	-0.473334629692956	0.859914127293241	NEW_GSE94335
HDAC1	0.2306821116541	0.859976622528332	NEW_GSE94335
DDX42	-0.197863275444169	0.860000962545907	NEW_GSE94335
ZNF419	0.590492741767551	0.86017976254939	NEW_GSE94335
INF2	0.134094828053733	0.86017976254939	NEW_GSE94335
EVI2B	0.488533978008716	0.86017976254939	NEW_GSE94335
BLZF1	0.0726352018814327	0.86017976254939	NEW_GSE94335
CYP2E1	0.324017666572953	0.86017976254939	NEW_GSE94335
DDX43	0.37808406129442	0.86017976254939	NEW_GSE94335
VEGFA	1.00617291048858	0.86017976254939	NEW_GSE94335
PCSK5	-0.311604570905449	0.86017976254939	NEW_GSE94335
SCNN1D	0.606250125610686	0.86017976254939	NEW_GSE94335
PDHB	0.993682640902318	0.86017976254939	NEW_GSE94335
CLASRP	0.225968562542513	0.86017976254939	NEW_GSE94335
SSFA2	-0.940833745189244	0.86017976254939	NEW_GSE94335
SLC36A1	-0.525003130409428	0.86017976254939	NEW_GSE94335
SGMS1	0.410293609084655	0.86017976254939	NEW_GSE94335
CARF	-0.19332316765952	0.86017976254939	NEW_GSE94335
KDM3A	-0.119855954538953	0.86017976254939	NEW_GSE94335
CCZ1B	-0.351496246001939	0.86017976254939	NEW_GSE94335
PTGES2	0.113273042296451	0.86017976254939	NEW_GSE94335
MIA3	-0.149422158869628	0.86017976254939	NEW_GSE94335
STK16	0.204333695872135	0.86017976254939	NEW_GSE94335
ILF2	0.248137232226486	0.86017976254939	NEW_GSE94335
PHF1	0.224656033949897	0.86017976254939	NEW_GSE94335
SELENBP1	-0.509989284537896	0.86017976254939	NEW_GSE94335
PHF1	0.224656033949897	0.86017976254939	NEW_GSE94335
PSD3	0.178691080349426	0.86017976254939	NEW_GSE94335
GPAA1	0.443249083354731	0.86017976254939	NEW_GSE94335
METTL3	-0.181020212574231	0.86017976254939	NEW_GSE94335
PPME1	-0.950442271510373	0.86017976254939	NEW_GSE94335
EIF4B	0.460192920949789	0.86017976254939	NEW_GSE94335
PPP1R13B	-0.431001544969342	0.86017976254939	NEW_GSE94335
DNM1P34	0.404076800803317	0.86017976254939	NEW_GSE94335
BBIP1	0.145472866379795	0.86017976254939	NEW_GSE94335
NA	0.621911669985401	0.86017976254939	NEW_GSE94335
NA	0.321430653844345	0.86017976254939	NEW_GSE94335
PRKRIR	-0.0668468325531824	0.860210101951844	NEW_GSE94335
KRBA1	-0.600723974207057	0.860210101951844	NEW_GSE94335
SLC35D2	-0.225171095631131	0.860210101951844	NEW_GSE94335
NOC2L	-0.265997983318564	0.860210101951844	NEW_GSE94335
MKLN1	-0.625089694709937	0.860210101951844	NEW_GSE94335
RFC1	0.225678379230638	0.860210101951844	NEW_GSE94335
CTSH	-0.295248304197952	0.860210101951844	NEW_GSE94335
NAT9	-0.426201664080141	0.860210101951844	NEW_GSE94335
BAZ2B	-0.155562015985114	0.860221626662357	NEW_GSE94335
NECAP2	-0.293385158064786	0.860231987297532	NEW_GSE94335
XRCC3	-0.75242683208562	0.86033003363377	NEW_GSE94335
NA	-0.674951764649966	0.86033003363377	NEW_GSE94335
NUDT22	0.278767016537368	0.860405522787969	NEW_GSE94335
JMJD7	0.154569102052704	0.860458520267844	NEW_GSE94335
PKD1	-0.376355498056131	0.860458520267844	NEW_GSE94335
NA	0.312822512461364	0.86048615329955	NEW_GSE94335
METTL12	-0.564043687917936	0.860488053540718	NEW_GSE94335
C7orf31	-0.098651205969148	0.86052559723335	NEW_GSE94335
VPS28	-0.868053924850485	0.86052559723335	NEW_GSE94335
PSME3	-0.0745060490845553	0.86052559723335	NEW_GSE94335
OGFOD3	0.219743835570084	0.86052559723335	NEW_GSE94335
DNAJC30	0.095838759547029	0.86052559723335	NEW_GSE94335
WSB2	0.65083112814679	0.86052559723335	NEW_GSE94335
PRNP	-0.28228285133508	0.86052559723335	NEW_GSE94335
MUM1	-0.424367081202256	0.86052559723335	NEW_GSE94335
CDKAL1	0.0860822838777645	0.860537862323224	NEW_GSE94335
WDR52	-0.529308831059968	0.860547106120602	NEW_GSE94335
NIT1	-0.307399659286329	0.860570790454516	NEW_GSE94335
NADK	-0.397269760727672	0.860570790454516	NEW_GSE94335
PCDHGB6	0.14140401220507	0.860570790454516	NEW_GSE94335
SRPK1	0.767619395380099	0.86058496965863	NEW_GSE94335
EHBP1	-0.3774778509134	0.860626060668522	NEW_GSE94335
KANSL2	0.254496595030354	0.860652584049971	NEW_GSE94335
CEP95	0.400383478014118	0.860652584049971	NEW_GSE94335
ZNF610	0.250826398141946	0.860674999258606	NEW_GSE94335
MFAP5	-0.639301166740702	0.860674999258606	NEW_GSE94335
NUBPL	0.363166806776102	0.860674999258606	NEW_GSE94335
RANBP3	0.30914456854088	0.860823521895488	NEW_GSE94335
NA	-0.653806878966931	0.860823521895488	NEW_GSE94335
CLK3	-0.31541168747328	0.860828954827222	NEW_GSE94335
AKT1S1	-1.06632043841353	0.860846048753457	NEW_GSE94335
SPTBN1	0.0777933157084013	0.860869538627282	NEW_GSE94335
AC010980.2	-0.528373352338986	0.860869538627282	NEW_GSE94335
PSMA2	0.0710061343411858	0.860940963831846	NEW_GSE94335
PPIA	-0.0819263740356352	0.860940963831846	NEW_GSE94335
PSG4	0.743342382303692	0.860940963831846	NEW_GSE94335
USP6NL	-0.445382296786781	0.860940963831846	NEW_GSE94335
C11orf54	0.0903523491574821	0.860946516194579	NEW_GSE94335
CUL1	0.623822041192369	0.860946516194579	NEW_GSE94335
MED12	-0.106105693068385	0.861067790871536	NEW_GSE94335
NQO2	0.241592679285631	0.861076792812277	NEW_GSE94335
FKRP	-0.401764750522072	0.861076792812277	NEW_GSE94335
RPL12	0.167059251484698	0.861116513838345	NEW_GSE94335
ZNF385C	0.394623822863658	0.861160619988965	NEW_GSE94335
NUP54	-0.458928645517468	0.861160619988965	NEW_GSE94335
RHOT1	-0.268867673175785	0.861160619988965	NEW_GSE94335
PRKAR1A	0.358694038154983	0.861160619988965	NEW_GSE94335
BCL6	-0.237768738745804	0.861181581258494	NEW_GSE94335
ARID4B	-0.810048755386932	0.861181581258494	NEW_GSE94335
HSPH1	0.599986650837996	0.861181581258494	NEW_GSE94335
COL1A2	0.272181355751061	0.861181581258494	NEW_GSE94335
ENY2	0.236156041787492	0.861181581258494	NEW_GSE94335
NA	0.723594286305101	0.861181581258494	NEW_GSE94335
PARN	0.123224846861379	0.861182755341402	NEW_GSE94335
CCNT1	0.318138414894803	0.861182755341402	NEW_GSE94335
ANKHD1	0.371888273910351	0.861182755341402	NEW_GSE94335
CPSF3L	-0.125433496405477	0.861255549538971	NEW_GSE94335
VPS13D	0.376561714299732	0.861270976995182	NEW_GSE94335
DHPS	0.224985568790289	0.861270976995182	NEW_GSE94335
TAF1B	0.285241040506746	0.861287763823932	NEW_GSE94335
ZFP36L1	-0.232145966645994	0.861347400021746	NEW_GSE94335
CD46	-0.3398315392282	0.861347400021746	NEW_GSE94335
ZNF461	0.151551547478184	0.861347400021746	NEW_GSE94335
PSMB5	0.0996646046337932	0.861347400021746	NEW_GSE94335
CYLD	0.0707663157791389	0.861347400021746	NEW_GSE94335
AGBL5	0.274653849464608	0.861347400021746	NEW_GSE94335
C4orf36	0.155548001734563	0.861347400021746	NEW_GSE94335
VPS36	-0.341515033417018	0.861347400021746	NEW_GSE94335
VIM	-0.216994498571367	0.861347400021746	NEW_GSE94335
TRNAU1AP	0.325805817515546	0.861347400021746	NEW_GSE94335
ABI3BP	-0.349783749395546	0.861347400021746	NEW_GSE94335
CTAGE5	-0.260766592667187	0.861347400021746	NEW_GSE94335
NA	-0.369294715343658	0.861347400021746	NEW_GSE94335
TSPAN5	-0.101677399653548	0.861374962865222	NEW_GSE94335
POLL	-0.426130369778255	0.861407050632226	NEW_GSE94335
KIAA1524	-0.531716315135359	0.861407050632226	NEW_GSE94335
PYROXD2	0.309748180586846	0.861407050632226	NEW_GSE94335
ELAC1	-0.306739597158081	0.861447833635139	NEW_GSE94335
CDH11	0.396542995035965	0.861471550607747	NEW_GSE94335
EWSR1	0.117832564109361	0.86150983274292	NEW_GSE94335
NOL8	0.179315580165194	0.86150983274292	NEW_GSE94335
SERPINB1	0.0725714900069941	0.861569174574508	NEW_GSE94335
C17orf70	0.305650603707343	0.861569174574508	NEW_GSE94335
ZRANB2	0.170957126117943	0.861569174574508	NEW_GSE94335
PACSIN3	0.400129923388911	0.861569174574508	NEW_GSE94335
ISOC2	-0.647284560281664	0.861574540772418	NEW_GSE94335
ARHGAP44	-0.634496644494515	0.861574540772418	NEW_GSE94335
FAM210A	0.289255090438611	0.861574540772418	NEW_GSE94335
MIOS	-0.297516564331857	0.861589296178774	NEW_GSE94335
BCL2L13	0.0713555280400195	0.861594612530416	NEW_GSE94335
RWDD3	0.158236002139582	0.861594612530416	NEW_GSE94335
RSL1D1	-0.0675954762195585	0.861594612530416	NEW_GSE94335
EIF2D	0.390071273229166	0.861682970075058	NEW_GSE94335
NA	0.637143830166974	0.861682970075058	NEW_GSE94335
ANAPC2	-0.282133524685746	0.861705753686604	NEW_GSE94335
C2	0.217785363135018	0.861737761338374	NEW_GSE94335
TIMM9	-0.359562713886192	0.861767515530463	NEW_GSE94335
SYTL3	-0.505805943686124	0.861778618942196	NEW_GSE94335
PKD1	-0.318240550155962	0.861785248878631	NEW_GSE94335
SENP1	0.0875189870454909	0.861785248878631	NEW_GSE94335
RP11-302B13.1	0.246691064234733	0.861785248878631	NEW_GSE94335
MYL6	-0.148203072675405	0.86178643839665	NEW_GSE94335
EEF1B2	-0.0668758442096355	0.861788960808888	NEW_GSE94335
GAA	-0.808079005957429	0.861805851845221	NEW_GSE94335
NARG2	-0.129126768328183	0.861805851845221	NEW_GSE94335
ZNF561	0.482183006758825	0.861879280381372	NEW_GSE94335
CTIF	-0.381921832566742	0.861939503811907	NEW_GSE94335
VEPH1	-0.519091941829836	0.861981827167763	NEW_GSE94335
FRG1B	-0.170438912190973	0.861981827167763	NEW_GSE94335
CCM2	-0.292828259202221	0.861981827167763	NEW_GSE94335
TRA2B	0.104922370028582	0.861981827167763	NEW_GSE94335
SCP2	0.589728816990118	0.861981827167763	NEW_GSE94335
ERC1	-0.325704114521487	0.861981827167763	NEW_GSE94335
VAC14	-0.110425708846434	0.861981827167763	NEW_GSE94335
NA	0.188556284317732	0.861981827167763	NEW_GSE94335
KMT2E	-0.0954635450654273	0.862043043693614	NEW_GSE94335
CHN2	-0.758161917393653	0.862077281423163	NEW_GSE94335
PRPS1P2	0.223695310271039	0.862077281423163	NEW_GSE94335
PPP1R14B	0.272889137505408	0.862077281423163	NEW_GSE94335
BAZ2A	0.60491991979661	0.862077281423163	NEW_GSE94335
RHOT1	0.627963740905424	0.862077281423163	NEW_GSE94335
NMBR	0.305172754691228	0.862100556269819	NEW_GSE94335
RNF7	0.596972142225025	0.862100556269819	NEW_GSE94335
GBAP1	-0.310163376884992	0.862100556269819	NEW_GSE94335
HK1	-0.292591382665368	0.862100556269819	NEW_GSE94335
NA	-0.76004120016372	0.862100556269819	NEW_GSE94335
GRIA1	0.39416479594086	0.86221407873934	NEW_GSE94335
COPS4	0.326202897488431	0.86221407873934	NEW_GSE94335
TMEM14B	0.38430452461891	0.862224289404904	NEW_GSE94335
ZDHHC20	0.263223642244217	0.862224289404904	NEW_GSE94335
ZNF117	0.117274231185326	0.862249964185341	NEW_GSE94335
PUS1	0.465775598258903	0.862249964185341	NEW_GSE94335
DNAJB2	0.157098459552976	0.862249964185341	NEW_GSE94335
CDAN1	-0.112170144498156	0.862249964185341	NEW_GSE94335
C6orf47	-0.365414206827539	0.862249964185341	NEW_GSE94335
C6orf47	-0.365414206827539	0.862249964185341	NEW_GSE94335
KRT8P14	0.296100033434445	0.862249964185341	NEW_GSE94335
C6orf47	-0.365414206827539	0.862249964185341	NEW_GSE94335
PRPSAP2	0.223649749094209	0.862249964185341	NEW_GSE94335
CCT6P1	0.195508265330353	0.862249964185341	NEW_GSE94335
SIM2	-0.370506323571193	0.862249964185341	NEW_GSE94335
LAMP2	0.0933869439067688	0.862249964185341	NEW_GSE94335
RP11-543P15.1	-0.363497289648601	0.862249964185341	NEW_GSE94335
CDK10	0.411050665726668	0.862249964185341	NEW_GSE94335
FNBP4	0.294414591926556	0.862249964185341	NEW_GSE94335
ATP5L	-0.117133243915918	0.862249964185341	NEW_GSE94335
RBM19	0.525688818342411	0.862249964185341	NEW_GSE94335
SERPINF1	0.29770781089719	0.862249964185341	NEW_GSE94335
NA	-0.667369863740184	0.862249964185341	NEW_GSE94335
NA	-0.60597590298789	0.862249964185341	NEW_GSE94335
NA	-0.60597590298789	0.862249964185341	NEW_GSE94335
TBRG4	-0.436653272667845	0.862338868211702	NEW_GSE94335
SON	-0.0693024920237214	0.86233890912018	NEW_GSE94335
FLNA	-0.482210133694101	0.86233890912018	NEW_GSE94335
ZNF304	0.0826565498025461	0.862342466740896	NEW_GSE94335
TBRG1	0.419246638193791	0.862342466740896	NEW_GSE94335
ZNF638	-0.729722515884566	0.862342466740896	NEW_GSE94335
GNAS	-1.28698275691597	0.862342466740896	NEW_GSE94335
FMOD	0.299788305271041	0.862342466740896	NEW_GSE94335
CYP2R1	-0.275590425918096	0.862342466740896	NEW_GSE94335
TK2	-0.53066533002883	0.862342466740896	NEW_GSE94335
PARP10	0.409568702675208	0.8623804652374	NEW_GSE94335
ZNF326	-0.077432929642964	0.862382054830845	NEW_GSE94335
KIFC3	0.647287328242377	0.862382054830845	NEW_GSE94335
NA	0.269046135243346	0.862382054830845	NEW_GSE94335
RER1	-0.195860022509078	0.862392562464566	NEW_GSE94335
ATP8A2	-0.375248753415981	0.862428248819742	NEW_GSE94335
MYSM1	-0.0873609314446901	0.862509932574095	NEW_GSE94335
SIGMAR1	-0.214698479181432	0.862512007979432	NEW_GSE94335
PSMG3	0.151301743752402	0.862512007979432	NEW_GSE94335
POR	-0.647246806232079	0.862512007979432	NEW_GSE94335
PCYOX1L	-0.383011854503437	0.862512007979432	NEW_GSE94335
TGFB1	0.316293174135511	0.862512007979432	NEW_GSE94335
NFIB	0.170750621784107	0.862558076699829	NEW_GSE94335
YWHAH	-0.807354910951184	0.86262924983286	NEW_GSE94335
HDAC6	-0.321797026300742	0.86262924983286	NEW_GSE94335
FAM211B	-0.26031310064383	0.862663413926283	NEW_GSE94335
NA	-0.806352803104882	0.862663413926283	NEW_GSE94335
NFS1	-0.0818365720472087	0.862698174687868	NEW_GSE94335
CXorf57	-0.665206799955566	0.862698174687868	NEW_GSE94335
SH3YL1	0.183479357590224	0.862698174687868	NEW_GSE94335
TXN2	0.362663152821594	0.862698174687868	NEW_GSE94335
NIT1	-0.580534727965774	0.862698174687868	NEW_GSE94335
MYO10	-0.670449211737947	0.862698174687868	NEW_GSE94335
LIMCH1	0.219517791022503	0.862698174687868	NEW_GSE94335
PHYKPL	0.26696436418576	0.862698174687868	NEW_GSE94335
SDHA	0.307174048820934	0.862698174687868	NEW_GSE94335
LEPREL2	0.407344663615084	0.862698174687868	NEW_GSE94335
CPSF7	-0.200028325452469	0.862698174687868	NEW_GSE94335
C16orf62	0.401295475825528	0.862698174687868	NEW_GSE94335
BMS1P16	-0.243007223098723	0.862698174687868	NEW_GSE94335
NA	0.079429761424449	0.862698174687868	NEW_GSE94335
AP5M1	0.0715963232316159	0.862771678180226	NEW_GSE94335
DPH1	0.329776517399504	0.862771678180226	NEW_GSE94335
TMEM50B	0.130274742902344	0.862815521781707	NEW_GSE94335
GNB2	1.12967866707075	0.862815521781707	NEW_GSE94335
PRRC2A	1.36646434751239	0.862815521781707	NEW_GSE94335
PPP4R2	0.387464334356969	0.862815521781707	NEW_GSE94335
PLXND1	0.258778089525399	0.862815521781707	NEW_GSE94335
PSME2	-0.189755511721892	0.862815521781707	NEW_GSE94335
TMEM50B	0.130274742902344	0.862815521781707	NEW_GSE94335
OBSL1	-0.136324124261001	0.862815521781707	NEW_GSE94335
CBWD5	0.135908065920235	0.862922006231209	NEW_GSE94335
SQSTM1	0.120197372399259	0.862948406424803	NEW_GSE94335
METTL21A	0.248239744568857	0.86305871458566	NEW_GSE94335
PFKFB3	0.160995183149822	0.863138278302426	NEW_GSE94335
SLC35A5	-0.232019361736445	0.863138278302426	NEW_GSE94335
NA	0.198262709417032	0.863138278302426	NEW_GSE94335
RPS14	-0.0897500587164558	0.86318474625702	NEW_GSE94335
APC	0.141717460142889	0.86318474625702	NEW_GSE94335
RPS3A	-0.888040331052225	0.863204116084647	NEW_GSE94335
BLOC1S6	-0.203206877538457	0.863225582668348	NEW_GSE94335
ZNF554	0.513272897575256	0.863225582668348	NEW_GSE94335
NA	0.50318215184663	0.863257668982892	NEW_GSE94335
OSBPL2	0.578978594506633	0.863334576744356	NEW_GSE94335
L3MBTL1	-0.255033265924683	0.863334576744356	NEW_GSE94335
USF2	0.686560834596468	0.863334576744356	NEW_GSE94335
TRMU	0.114933507714092	0.863334576744356	NEW_GSE94335
PDE7A	0.090798724955433	0.863334576744356	NEW_GSE94335
ZNF655	-0.40999623035981	0.863334576744356	NEW_GSE94335
HDAC6	-0.403238963166182	0.863334576744356	NEW_GSE94335
SRSF7	0.351357341961325	0.863334576744356	NEW_GSE94335
MSH5	-0.493000457284251	0.863334576744356	NEW_GSE94335
RNF220	-0.17549442571376	0.863334576744356	NEW_GSE94335
CTBP1	0.441453166742195	0.863334576744356	NEW_GSE94335
METTL12	-0.414722883231227	0.863334576744356	NEW_GSE94335
DHDDS	-0.57336147190108	0.863334576744356	NEW_GSE94335
CCNDBP1	-0.447265436958616	0.863334576744356	NEW_GSE94335
SCIMP	0.265816355981625	0.863334576744356	NEW_GSE94335
SIPA1L3	0.183649284845456	0.86339526128097	NEW_GSE94335
CATSPER2	0.269841389758388	0.86339526128097	NEW_GSE94335
GMPPB	0.205575398291132	0.863397419106237	NEW_GSE94335
ZNF529	-0.129709445395643	0.863397419106237	NEW_GSE94335
SLC2A4RG	0.519298798269972	0.863445662985344	NEW_GSE94335
MTERFD2	-0.156558442305791	0.863445662985344	NEW_GSE94335
TAX1BP3	-0.123546211834351	0.863477691023442	NEW_GSE94335
NXF1	0.0723007708736126	0.863477691023442	NEW_GSE94335
SNURF	-0.291180398522524	0.863477691023442	NEW_GSE94335
DTNB	-0.456313177833594	0.863477691023442	NEW_GSE94335
RNF213	-0.52191264855352	0.863477691023442	NEW_GSE94335
MKL2	0.517585574556434	0.863477691023442	NEW_GSE94335
NA	0.259731105336069	0.863477691023442	NEW_GSE94335
THAP5	0.072873364007928	0.86356099499818	NEW_GSE94335
SLX4	-0.095830010162214	0.863575624404994	NEW_GSE94335
GTF2A1	-0.832317117586587	0.863723149752312	NEW_GSE94335
NAGK	-0.331444905364635	0.863839004995107	NEW_GSE94335
DMWD	-0.193644251933246	0.86384675325936	NEW_GSE94335
NXPH3	-0.289635610358209	0.86384675325936	NEW_GSE94335
SF3B5	-0.126332842566855	0.86384675325936	NEW_GSE94335
GPSM2	-0.0818898247602198	0.86384675325936	NEW_GSE94335
COX4I1P2	0.248199456421729	0.86384675325936	NEW_GSE94335
MRPS27	0.0759089250259635	0.86384675325936	NEW_GSE94335
CR2	0.354120610447231	0.86384675325936	NEW_GSE94335
ZNF419	0.336798931998292	0.86384675325936	NEW_GSE94335
DGAT1	-0.157894347106786	0.86384675325936	NEW_GSE94335
RAB5C	-0.245252489191355	0.86384675325936	NEW_GSE94335
SMARCA4	-0.168465211411868	0.863920580500745	NEW_GSE94335
CD59	-0.217333314887836	0.864003490073343	NEW_GSE94335
SP3	-0.388668223898402	0.864003490073343	NEW_GSE94335
ZNF346	0.161952987924123	0.864003490073343	NEW_GSE94335
DPY30	-0.248609596647055	0.86404359361813	NEW_GSE94335
MKNK1	0.468577364595333	0.86404359361813	NEW_GSE94335
BECN1	0.254940370573348	0.864074781942211	NEW_GSE94335
